participantid_in_session,participantcode,participantlabel,participant_is_bot,participant_index_in_pages,participant_max_page_index,participant_current_app_name,participant_current_page_name,participanttime_started_utc,participantvisited,participantmturk_worker_id,participantmturk_assignment_id,participantpayoff,participantprolific_id,sessioncode,sessionlabel,sessionmturk_hitid,sessionmturk_hitgroupid,sessioncomment,sessionis_demo,sessionconfigreal_world_currency,sessionconfigname,sessionconfigparticipation_fee,pre1playerid_in_group,pre1playerrole,pre1playerpayoff,pre1playerconsent,pre1playerattention_check_num,pre1playerattention_check_num2,pre1playerattention_check_num3,pre1playerattention_check,pre1playerattention_check2,pre1playerattention_check3,pre1groupid_in_subsession,pre1subsessionround_number,main1playerid_in_group,main1playerrole,main1playerpayoff,main1playerstated_amount,main1playerthreshold_integer,main1playerbriefing_correct_amou,main1playerbriefing_1,main1playerbriefing_2,main1playerbriefing_3,main1playerbriefing_4,main1playerbriefing_5,main1playerbriefing_6,main1playerbriefing_7,main1playerbriefing_8,main1playerbriefing_9,main1playerbriefing_10,main1playerbriefing_11,main1playerbriefing_12,main1playerbriefing_13,main1playerbriefing_14,main1playerbriefing_15,main1playermisreport_reason,main1playeraccept_next_experimen,main1playerprefer,main1playerpainter,main1groupid_in_subsession,main1subsessionround_number,end1playerid_in_group,end1playerrole,end1playerpayoff,end1groupid_in_subsession,end1subsessionround_number,end21playerid_in_group,end21playerrole,end21playerpayoff,end21groupid_in_subsession,end21subsessionround_number,session
269,b2z9yk81,5967e9a831394d0001abdb3f,0,19,20,end,End,2025-12-18 18:53:43.316959,1,,,3,5967e9a831394d0001abdb3f,jax0jask,,,,,0,1,your_experiment,0,848,,0,1,11,46,25,11,,,1,1,848,,3,12,8,7,2,1,3,2,3,1,3,4,6,4,8,8,8,8,8,,,Right,,1,1,848,,0,1,1,848,,0,1,1,1000 sample
270,200zwsir,65b9a002909e6b9bd3520066,0,19,20,end,End,2025-12-18 18:54:04.642408,1,,,1.5,65b9a002909e6b9bd3520066,jax0jask,,,,,0,1,your_experiment,0,850,,0,1,22,13,88,22,,,1,1,850,,1.5,9,8,4,2,3,1,1,3,1,3,5,8,8,8,8,8,8,8,,,Right,,1,1,850,,0,1,1,850,,0,1,1,1000 sample
271,a375hj9s,5ba937d53c7a050001992e80,0,19,20,end,End,2025-12-18 18:54:53.614430,1,,,3,5ba937d53c7a050001992e80,jax0jask,,,,,0,1,your_experiment,0,861,,0,1,52,18,9,52,,,1,1,861,,3,12,8,8,2,2,3,1,3,5,3,4,6,7,8,8,8,8,8,,,Left,,1,1,861,,0,1,1,861,,0,1,1,1000 sample
272,i4uoxdn6,67574cd454695a33d97d764a,0,19,20,end,End,2025-12-18 18:55:01.212961,1,,,1.5,67574cd454695a33d97d764a,jax0jask,,,,,0,1,your_experiment,0,863,,0,1,65,29,78,65,,,1,1,863,,1.5,9,8,7,2,1,3,1,3,3,3,5,6,8,8,8,8,8,8,,,Right,,1,1,863,,0,1,1,863,,0,1,1,1000 sample
273,oa5t3rvg,6659fa0eb4d2041c2fe81f61,0,19,20,end,End,2025-12-18 18:55:21.922714,1,,,3,6659fa0eb4d2041c2fe81f61,jax0jask,,,,,0,1,your_experiment,0,868,,0,1,13,96,98,13,,,1,1,868,,3,12,8,7,2,4,3,1,3,5,3,4,7,7,8,8,8,8,8,,,Left,,1,1,868,,0,1,1,868,,0,1,1,1000 sample
274,j3m2883d,6877c6ce14c8ef7fb2717669,0,19,20,end,End,2025-12-18 18:55:44.209023,1,,,2,6877c6ce14c8ef7fb2717669,jax0jask,,,,,0,1,your_experiment,0,872,,0,1,70,58,43,70,,,1,1,872,,2,10,8,3,2,2,1,1,3,1,5,8,8,8,8,8,8,8,8,,,Left,,1,1,872,,0,1,1,872,,0,1,1,1000 sample
275,tshgjnu5,637e81c7412aa8b5096fb176,0,19,20,end,End,2025-12-18 18:55:58.454779,1,,,3,637e81c7412aa8b5096fb176,jax0jask,,,,,0,1,your_experiment,0,875,,0,1,72,1,88,72,,,1,1,875,,3,13,8,5,2,1,3,2,3,5,3,7,2,8,3,4,6,2,7,,,Right,,1,1,875,,0,1,1,875,,0,1,1,1000 sample
276,siv702ou,67769241493edf11292d6766,0,19,20,end,End,2025-12-18 18:56:03.126826,1,,,2,67769241493edf11292d6766,jax0jask,,,,,0,1,your_experiment,0,876,,0,1,28,68,82,28,,,1,1,876,,2,10,8,5,2,4,3,1,3,1,5,4,5,4,3,2,4,2,3,,,Right,,1,1,876,,0,1,1,876,,0,1,1,1000 sample
277,0kikvh5c,605afaf6817151e6d9e890cd,0,18,20,main,Code,2025-12-18 18:57:30.141656,1,,,3,605afaf6817151e6d9e890cd,jax0jask,,,,,0,1,your_experiment,0,895,,0,1,7,36,19,7,,,1,1,895,,3,15,8,4,2,3,4,1,3,5,3,2,7,8,8,8,8,8,8,,,Right,,1,1,895,,0,1,1,895,,0,1,1,1000 sample
278,nj7u49d1,613f7448024f8c83223aab4d,0,19,20,end,End,2025-12-18 18:57:37.548760,1,,,3,613f7448024f8c83223aab4d,jax0jask,,,,,0,1,your_experiment,0,898,,0,1,89,95,13,89,,,1,1,898,,3,14,8,5,2,3,3,1,3,1,3,2,8,8,8,8,8,8,8,,,Left,,1,1,898,,0,1,1,898,,0,1,1,1000 sample
279,p31xbrun,57754d57ca706f000190eaf1,0,19,20,end,End,2025-12-18 18:59:19.023561,1,,,1.5,57754d57ca706f000190eaf1,jax0jask,,,,,0,1,your_experiment,0,912,,0,1,64,10,21,64,,,1,1,912,,1.5,9,8,8,2,1,3,1,3,1,7,2,8,6,5,6,6,1,6,,,Right,,1,1,912,,0,1,1,912,,0,1,1,1000 sample
280,bzwchfpn,59d4fac0d1ab390001da2e46,0,19,20,end,End,2025-12-18 18:59:29.251822,1,,,2,59d4fac0d1ab390001da2e46,jax0jask,,,,,0,1,your_experiment,0,914,,0,1,90,1,35,90,,,1,1,914,,2,10,8,4,2,4,3,1,3,3,1,5,1,4,8,8,8,8,8,,,Right,,1,1,914,,0,1,1,914,,0,1,1,1000 sample
281,2yr1i2wp,5d1f2f367e67140001eef452,0,19,20,end,End,2025-12-18 18:59:41.158618,1,,,2,5d1f2f367e67140001eef452,jax0jask,,,,,0,1,your_experiment,0,916,,0,1,97,10,53,97,,,1,1,916,,2,10,8,5,2,1,3,2,3,5,3,2,8,8,8,8,8,8,8,,,Right,,1,1,916,,0,1,1,916,,0,1,1,1000 sample
282,49vqwoix,67d5526c48d6380e0a81596e,0,19,20,end,End,2025-12-18 19:00:55.203711,1,,,2,67d5526c48d6380e0a81596e,jax0jask,,,,,0,1,your_experiment,0,927,,0,1,12,14,83,12,,,1,1,927,,2,10,8,7,2,1,3,1,3,3,3,7,6,8,8,8,8,8,8,,,Left,,1,1,927,,0,1,1,927,,0,1,1,1000 sample
283,xqw6i915,6346f29c47d00fd118ae60ba,0,19,20,end,End,2025-12-18 19:00:56.344720,1,,,3,6346f29c47d00fd118ae60ba,jax0jask,,,,,0,1,your_experiment,0,928,,0,1,54,50,63,54,,,1,1,928,,3,14,8,5,2,2,3,2,3,5,3,2,8,2,7,6,4,8,8,,,Right,,1,1,928,,0,1,1,928,,0,1,1,1000 sample
284,dburqnte,5e0fdde8b638537085d51b6c,0,19,20,end,End,2025-12-18 19:01:11.612770,1,,,1.5,5e0fdde8b638537085d51b6c,jax0jask,,,,,0,1,your_experiment,0,930,,0,1,98,73,54,98,,,1,1,930,,1.5,9,8,1,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8,,,Right,,1,1,930,,0,1,1,930,,0,1,1,1000 sample
285,7303f9gm,63e6a31a1f62653eee8e0d1a,0,19,20,end,End,2025-12-18 19:01:56.151238,1,,,2,63e6a31a1f62653eee8e0d1a,jax0jask,,,,,0,1,your_experiment,0,937,,0,1,30,17,14,30,,,1,1,937,,2,10,8,7,2,1,3,1,3,3,3,4,7,4,8,8,8,8,8,,,Left,,1,1,937,,0,1,1,937,,0,1,1,1000 sample
286,4qlultw6,644b8b2b8ab902554e307f27,0,19,20,end,End,2025-12-18 19:02:01.375521,1,,,2.5,644b8b2b8ab902554e307f27,jax0jask,,,,,0,1,your_experiment,0,939,,0,1,76,57,14,76,,,1,1,939,,2.5,11,8,7,2,3,3,1,3,1,3,5,6,4,4,7,5,8,8,,,Right,,1,1,939,,0,1,1,939,,0,1,1,1000 sample
287,ajamg22g,6319fb454895b1f094ef301e,0,19,20,end,End,2025-12-18 19:02:11.689070,1,,,3,6319fb454895b1f094ef301e,jax0jask,,,,,0,1,your_experiment,0,941,,0,1,17,0,40,17,,,1,1,941,,3,12,8,5,2,4,3,3,3,3,3,7,6,2,2,8,8,8,8,,,Right,,1,1,941,,0,1,1,941,,0,1,1,1000 sample
288,dsq9rdnw,5e999e7c295393016b7c2577,0,19,20,end,End,2025-12-18 19:02:31.406972,1,,,1.5,5e999e7c295393016b7c2577,jax0jask,,,,,0,1,your_experiment,0,944,,0,1,6,63,27,6,,,1,1,944,,1.5,9,8,7,2,3,3,1,3,3,3,4,6,4,8,8,8,8,8,,,Right,,1,1,944,,0,1,1,944,,0,1,1,1000 sample
289,d1yt5hjt,5a4aaa1866e7880001de64be,0,19,20,end,End,2025-12-18 19:02:50.696049,1,,,2,5a4aaa1866e7880001de64be,jax0jask,,,,,0,1,your_experiment,0,945,,0,1,19,19,57,19,,,1,1,945,,2,10,8,9,2,1,3,1,3,1,3,4,6,5,3,8,8,8,8,,,Right,,1,1,945,,0,1,1,945,,0,1,1,1000 sample
290,5ufrxtod,5eeb58ec4c86582a76ff55ec,0,19,20,end,End,2025-12-18 19:02:50.877240,1,,,1.5,5eeb58ec4c86582a76ff55ec,jax0jask,,,,,0,1,your_experiment,0,946,,0,1,42,43,15,42,,,1,1,946,,1.5,9,8,6,2,3,3,1,3,1,3,3,2,2,6,2,5,2,3,,,Right,,1,1,946,,0,1,1,946,,0,1,1,1000 sample
291,ek2f08at,59bc49e93c45a10001ccc853,0,19,20,end,End,2025-12-18 19:03:05.976950,1,,,2.5,59bc49e93c45a10001ccc853,jax0jask,,,,,0,1,your_experiment,0,950,,0,1,46,87,2,46,,,1,1,950,,2.5,11,8,6,2,2,3,1,3,5,3,4,7,8,8,8,8,8,8,,,Right,,1,1,950,,0,1,1,950,,0,1,1,1000 sample
292,qg3o91mn,5c477c3b302d8a0001c52ee2,0,19,20,end,End,2025-12-18 19:03:07.207133,1,,,2.5,5c477c3b302d8a0001c52ee2,jax0jask,,,,,0,1,your_experiment,0,951,,0,1,11,55,50,11,,,1,1,951,,2.5,11,8,8,2,1,3,1,3,1,3,4,6,1,2,2,2,2,3,,,Right,,1,1,951,,0,1,1,951,,0,1,1,1000 sample
293,akr9rkgj,598517f52e38840001455b12,0,19,20,end,End,2025-12-18 19:03:30.896706,1,,,1.5,598517f52e38840001455b12,jax0jask,,,,,0,1,your_experiment,0,953,,0,1,46,97,60,46,,,1,1,953,,1.5,9,8,7,2,2,3,1,3,1,3,4,6,4,2,2,4,2,2,,,Right,,1,1,953,,0,1,1,953,,0,1,1,1000 sample
294,ngqray5i,605e7fad494f5b1efc65db99,0,19,20,end,End,2025-12-18 19:03:43.650932,1,,,3,605e7fad494f5b1efc65db99,jax0jask,,,,,0,1,your_experiment,0,957,,0,1,8,21,6,8,,,1,1,957,,3,14,8,6,2,1,1,1,3,3,3,4,8,3,2,4,8,8,8,,,Right,,1,1,957,,0,1,1,957,,0,1,1,1000 sample
295,z8l8is5w,651ab5a02f56abaac122a44d,0,19,20,end,End,2025-12-18 19:03:49.349152,1,,,2,651ab5a02f56abaac122a44d,jax0jask,,,,,0,1,your_experiment,0,959,,0,1,58,29,2,58,,,1,1,959,,2,10,8,8,2,1,3,1,3,1,3,4,6,8,8,8,8,8,8,,,Right,,1,1,959,,0,1,1,959,,0,1,1,1000 sample
296,dcdga1b5,67db4c889794c3be29370b1d,0,19,20,end,End,2025-12-18 19:04:01.371507,1,,,1.5,67db4c889794c3be29370b1d,jax0jask,,,,,0,1,your_experiment,0,960,,0,1,27,69,64,27,,,1,1,960,,1.5,9,8,4,2,2,3,1,3,3,8,8,8,8,8,8,8,8,8,,,Right,,1,1,960,,0,1,1,960,,0,1,1,1000 sample
297,7w4reh2i,5f5503ae8eeab9093c445251,0,19,20,end,End,2025-12-18 19:04:05.113258,1,,,2,5f5503ae8eeab9093c445251,jax0jask,,,,,0,1,your_experiment,0,963,,0,1,52,21,78,52,,,1,1,963,,2,10,8,7,2,3,3,1,3,3,3,4,7,4,8,6,3,4,8,,,Left,,1,1,963,,0,1,1,963,,0,1,1,1000 sample
298,ycmqfmru,5f84e472052cf81ae5752252,0,19,20,end,End,2025-12-18 19:04:12.748262,1,,,2,5f84e472052cf81ae5752252,jax0jask,,,,,0,1,your_experiment,0,964,,0,1,40,51,54,40,,,1,1,964,,2,10,8,7,2,3,3,1,3,3,3,4,6,4,2,4,8,8,8,,,Right,,1,1,964,,0,1,1,964,,0,1,1,1000 sample
299,0767hgya,674c8d7fe7f6ef790dd7649a,0,19,20,end,End,2025-12-18 19:04:25.889703,1,,,1.5,674c8d7fe7f6ef790dd7649a,jax0jask,,,,,0,1,your_experiment,0,966,,0,1,14,20,13,14,,,1,1,966,,1.5,9,8,6,2,2,3,1,3,1,3,4,8,8,8,8,8,8,8,,,Right,,1,1,966,,0,1,1,966,,0,1,1,1000 sample
300,ckknd4lu,56f699e876348f000c883bba,0,19,20,end,End,2025-12-18 19:04:42.657435,1,,,3,56f699e876348f000c883bba,jax0jask,,,,,0,1,your_experiment,0,969,,0,1,26,35,6,26,,,1,1,969,,3,12,8,6,2,2,3,1,3,5,3,5,2,1,6,2,3,6,4,,,Right,,1,1,969,,0,1,1,969,,0,1,1,1000 sample
301,pwbajjdm,60fd24bb40ce681d3f59a15b,0,19,20,end,End,2025-12-18 19:04:48.429120,1,,,2,60fd24bb40ce681d3f59a15b,jax0jask,,,,,0,1,your_experiment,0,971,,0,1,92,13,49,92,,,1,1,971,,2,10,8,5,2,3,3,1,3,1,3,5,7,4,2,8,8,8,8,,,Right,,1,1,971,,0,1,1,971,,0,1,1,1000 sample
302,g1z9efxi,5f7760d025023628ce3f4d05,0,19,20,end,End,2025-12-18 19:05:24.122292,1,,,2,5f7760d025023628ce3f4d05,jax0jask,,,,,0,1,your_experiment,0,977,,0,1,67,93,13,67,,,1,1,977,,2,10,8,8,2,1,3,1,3,3,3,4,8,4,5,8,8,8,8,,,Right,,1,1,977,,0,1,1,977,,0,1,1,1000 sample
303,ogok57kx,5bcf6b423a99c40001542fa1,0,19,20,end,End,2025-12-18 19:05:33.898676,1,,,2,5bcf6b423a99c40001542fa1,jax0jask,,,,,0,1,your_experiment,0,980,,0,1,3,52,10,3,,,1,1,980,,2,10,8,6,2,3,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,980,,0,1,1,980,,0,1,1,1000 sample
304,nhul816k,5efec43017f2363e1bf47368,0,19,20,end,End,2025-12-18 19:05:49.247395,1,,,2.5,5efec43017f2363e1bf47368,jax0jask,,,,,0,1,your_experiment,0,982,,0,1,2,63,29,2,,,1,1,982,,2.5,11,8,6,2,4,3,1,3,5,3,2,6,2,8,8,6,5,8,,,Right,,1,1,982,,0,1,1,982,,0,1,1,1000 sample
305,dfkpblov,5ef352ac6182fb0853b532c7,0,19,20,end,End,2025-12-18 19:07:09.616581,1,,,1.5,5ef352ac6182fb0853b532c7,jax0jask,,,,,0,1,your_experiment,0,988,,0,1,4,100,50,4,,,1,1,988,,1.5,9,8,8,2,3,3,1,3,3,3,4,6,7,8,8,8,8,8,,,Left,,1,1,988,,0,1,1,988,,0,1,1,1000 sample
306,6b67gwat,5e25ca0e637b4103e19e7168,0,19,20,end,End,2025-12-18 19:07:36.095066,1,,,2,5e25ca0e637b4103e19e7168,jax0jask,,,,,0,1,your_experiment,0,990,,0,1,40,29,97,40,,,1,1,990,,2,10,8,8,2,4,3,1,3,3,3,4,8,4,5,6,7,6,7,,,Right,,1,1,990,,0,1,1,990,,0,1,1,1000 sample
307,5rc3la3k,67605322a16c878521362a21,0,19,20,end,End,2025-12-18 19:07:38.659926,1,,,2,67605322a16c878521362a21,jax0jask,,,,,0,1,your_experiment,0,992,,0,1,66,60,76,66,,,1,1,992,,2,10,8,5,2,2,3,1,3,3,3,5,8,8,8,8,8,8,8,,,Right,,1,1,992,,0,1,1,992,,0,1,1,1000 sample
308,6q9nspz7,5cab9c01291df900015c2849,0,19,20,end,End,2025-12-18 19:08:10.312813,1,,,2.5,5cab9c01291df900015c2849,jax0jask,,,,,0,1,your_experiment,0,997,,0,1,63,18,73,63,,,1,1,997,,2.5,11,8,8,2,1,3,1,3,1,3,4,6,4,2,8,8,8,8,,,Right,,1,1,997,,0,1,1,997,,0,1,1,1000 sample
309,ru5yrqj5,654a56ff9b8baf6c84eb9b69,0,19,20,end,End,2025-12-18 19:08:25.455886,1,,,2.5,654a56ff9b8baf6c84eb9b69,jax0jask,,,,,0,1,your_experiment,0,1000,,0,1,78,47,61,78,,,1,1,1000,,2.5,11,8,6,2,1,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Right,,1,1,1000,,0,1,1,1000,,0,1,1,1000 sample
310,zr4plf1s,5de39f38a1a3fb39ee68f7ab,0,19,20,end,End,2025-12-18 19:08:30.751686,1,,,1.5,5de39f38a1a3fb39ee68f7ab,jax0jask,,,,,0,1,your_experiment,0,1002,,0,1,11,6,60,11,,,1,1,1002,,1.5,9,8,7,2,1,3,1,3,3,3,5,2,5,8,8,8,8,8,,,Right,,1,1,1002,,0,1,1,1002,,0,1,1,1000 sample
311,8thn0rzk,5c635a08e30ff200016badb9,0,19,20,end,End,2025-12-18 19:08:48.154659,1,,,2,5c635a08e30ff200016badb9,jax0jask,,,,,0,1,your_experiment,0,1006,,0,1,12,65,96,12,,,1,1,1006,,2,10,8,5,2,4,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Right,,1,1,1006,,0,1,1,1006,,0,1,1,1000 sample
312,usce693b,592a8ee1dd1a250001b4ee72,0,19,20,end,End,2025-12-18 19:08:52.011516,1,,,1.5,592a8ee1dd1a250001b4ee72,jax0jask,,,,,0,1,your_experiment,0,1008,,0,1,1,90,51,1,,,1,1,1008,,1.5,9,8,7,2,1,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Left,,1,1,1008,,0,1,1,1008,,0,1,1,1000 sample
313,4qbtuy0x,601573abb16bec6457789080,0,19,20,end,End,2025-12-18 19:09:38.105883,1,,,2,601573abb16bec6457789080,jax0jask,,,,,0,1,your_experiment,0,1013,,0,1,16,62,30,16,,,1,1,1013,,2,10,8,6,2,1,3,1,3,1,3,2,8,3,8,8,8,8,8,,,Right,,1,1,1013,,0,1,1,1013,,0,1,1,1000 sample
314,icolo6j7,65313bdcb9fd825a8c1d4981,0,19,20,end,End,2025-12-18 19:09:58.137205,1,,,1.5,65313bdcb9fd825a8c1d4981,jax0jask,,,,,0,1,your_experiment,0,1014,,0,1,19,35,27,19,,,1,1,1014,,1.5,9,8,6,2,1,3,1,3,3,3,5,8,4,8,8,8,8,8,,,Left,,1,1,1014,,0,1,1,1014,,0,1,1,1000 sample
315,kaxe9vie,66a9fd2b645b325705af8c79,0,18,20,main,Code,2025-12-18 19:10:00.578781,1,,,3,66a9fd2b645b325705af8c79,jax0jask,,,,,0,1,your_experiment,0,1015,,0,1,7,100,82,7,,,1,1,1015,,3,12,8,5,2,1,3,2,3,3,7,4,8,8,8,8,8,8,8,,,Left,,1,1,1015,,0,1,1,1015,,0,1,1,1000 sample
316,gy0sx9qu,5de3bb4674c6793bb8b1fdcc,0,19,20,end,End,2025-12-18 19:10:03.066091,1,,,3,5de3bb4674c6793bb8b1fdcc,jax0jask,,,,,0,1,your_experiment,0,1016,,0,1,81,52,40,81,,,1,1,1016,,3,12,8,6,2,3,3,2,3,1,3,5,6,1,7,6,4,3,5,,,Right,,1,1,1016,,0,1,1,1016,,0,1,1,1000 sample
317,qe370ayu,5b5504e902660200017948c3,0,19,20,end,End,2025-12-18 19:10:10.997431,1,,,2,5b5504e902660200017948c3,jax0jask,,,,,0,1,your_experiment,0,1018,,0,1,14,55,56,14,,,1,1,1018,,2,10,8,7,2,1,3,1,3,1,3,4,8,8,8,8,8,8,8,,,Left,,1,1,1018,,0,1,1,1018,,0,1,1,1000 sample
318,0uppild3,5e3906b9a6df461259c0632f,0,19,20,end,End,2025-12-18 19:10:42.841391,1,,,1.5,5e3906b9a6df461259c0632f,jax0jask,,,,,0,1,your_experiment,0,1019,,0,1,65,10,70,65,,,1,1,1019,,1.5,9,8,6,2,4,3,1,3,3,3,1,6,2,8,8,8,8,8,,,Left,,1,1,1019,,0,1,1,1019,,0,1,1,1000 sample
319,1xtg2gpt,652d3c440e9e1391e8840a53,0,19,20,end,End,2025-12-18 19:12:50.827904,1,,,2,652d3c440e9e1391e8840a53,jax0jask,,,,,0,1,your_experiment,0,1027,,0,1,70,78,87,70,,,1,1,1027,,2,10,8,7,2,1,3,1,3,1,3,4,8,2,8,8,8,8,8,,,Left,,1,1,1027,,0,1,1,1027,,0,1,1,1000 sample
320,ohtv0njk,5c4584f126217400018c8057,0,19,20,end,End,2025-12-18 19:12:54.835790,1,,,2,5c4584f126217400018c8057,jax0jask,,,,,0,1,your_experiment,0,1028,,0,1,66,66,37,66,,,1,1,1028,,2,10,8,8,2,1,3,1,3,3,3,4,6,1,8,8,8,8,8,,,Right,,1,1,1028,,0,1,1,1028,,0,1,1,1000 sample
321,s28lxc1x,665c492a372cfba059fbeb56,0,19,20,end,End,2025-12-18 19:14:21.889938,1,,,2,665c492a372cfba059fbeb56,jax0jask,,,,,0,1,your_experiment,0,1034,,0,1,66,76,96,66,,,1,1,1034,,2,10,8,8,2,3,3,1,3,1,3,4,1,4,5,6,2,7,6,,,Right,,1,1,1034,,0,1,1,1034,,0,1,1,1000 sample
322,hkk7x3n1,65b65fdfb1aba2f7325fa073,0,19,20,end,End,2025-12-18 19:14:50.617323,1,,,1.5,65b65fdfb1aba2f7325fa073,jax0jask,,,,,0,1,your_experiment,0,1037,,0,1,20,71,46,20,,,1,1,1037,,1.5,9,8,7,2,2,3,1,3,3,3,4,6,3,8,8,8,8,8,,,Left,,1,1,1037,,0,1,1,1037,,0,1,1,1000 sample
323,x6ankwqb,661a8441949f9133be9a2097,0,19,20,end,End,2025-12-18 19:14:59.509004,1,,,1.5,661a8441949f9133be9a2097,jax0jask,,,,,0,1,your_experiment,0,1039,,0,1,3,47,40,3,,,1,1,1039,,1.5,9,8,5,2,1,3,2,3,1,3,2,8,8,8,8,8,8,8,,,Right,,1,1,1039,,0,1,1,1039,,0,1,1,1000 sample
324,tu1q6c1z,667fe0c113df83a0c2d1e9ca,0,19,20,end,End,2025-12-18 19:15:10.907928,1,,,2,667fe0c113df83a0c2d1e9ca,jax0jask,,,,,0,1,your_experiment,0,1041,,0,1,81,5,74,81,,,1,1,1041,,2,10,8,6,2,2,3,1,3,3,3,2,6,2,8,8,8,8,8,,,Right,,1,1,1041,,0,1,1,1041,,0,1,1,1000 sample
325,q7n03d4j,5c8fffbdd1babe001351f45a,0,19,20,end,End,2025-12-18 19:15:28.275381,1,,,1.5,5c8fffbdd1babe001351f45a,jax0jask,,,,,0,1,your_experiment,0,1044,,0,1,38,25,27,38,,,1,1,1044,,1.5,9,8,7,2,3,3,1,3,1,3,4,3,5,6,8,8,8,8,,,Right,,1,1,1044,,0,1,1,1044,,0,1,1,1000 sample
326,5qj3g2la,67529d0aecb73bfe140d521f,0,19,20,end,End,2025-12-18 19:15:48.642622,1,,,2,67529d0aecb73bfe140d521f,jax0jask,,,,,0,1,your_experiment,0,1045,,0,1,12,50,90,12,,,1,1,1045,,2,10,8,8,3,1,3,1,3,1,3,4,6,7,4,2,4,5,6,,,Right,,1,1,1045,,0,1,1,1045,,0,1,1,1000 sample
327,y5wjyoox,5ae96d1878b0060001e69b8a,0,19,20,end,End,2025-12-18 19:16:50.948504,1,,,2.5,5ae96d1878b0060001e69b8a,jax0jask,,,,,0,1,your_experiment,0,1049,,0,1,22,51,96,22,,,1,1,1049,,2.5,11,8,6,2,2,3,1,3,5,3,6,8,4,6,6,7,3,7,,,Right,,1,1,1049,,0,1,1,1049,,0,1,1,1000 sample
328,d0r7mdnv,631f8ac6a3465a389d2a398c,0,19,20,end,End,2025-12-18 19:20:03.049542,1,,,2.5,631f8ac6a3465a389d2a398c,jax0jask,,,,,0,1,your_experiment,0,1057,,0,1,47,60,11,47,,,1,1,1057,,2.5,11,8,7,2,3,3,1,3,1,3,4,4,2,2,3,1,1,3,,,Right,,1,1,1057,,0,1,1,1057,,0,1,1,1000 sample
329,e0ncppx0,5dadbc8a7ac8810019838e8f,0,19,20,end,End,2025-12-18 19:23:12.489422,1,,,2,5dadbc8a7ac8810019838e8f,jax0jask,,,,,0,1,your_experiment,0,1066,,0,1,53,11,27,53,,,1,1,1066,,2,10,8,4,2,2,3,1,3,3,5,5,3,8,8,8,8,8,8,,,Right,,1,1,1066,,0,1,1,1066,,0,1,1,1000 sample
330,q49786s7,6772f150498bef722006ff15,0,19,20,end,End,2025-12-18 19:23:18.844376,1,,,3,6772f150498bef722006ff15,jax0jask,,,,,0,1,your_experiment,0,1068,,0,1,37,72,23,37,,,1,1,1068,,3,15,8,6,2,3,3,1,3,3,3,4,2,3,1,7,4,6,3,,,Right,,1,1,1068,,0,1,1,1068,,0,1,1,1000 sample
331,8cki011s,5f6f2da91b5cc64887afd65d,0,19,20,end,End,2025-12-18 19:25:01.381818,1,,,2.5,5f6f2da91b5cc64887afd65d,jax0jask,,,,,0,1,your_experiment,0,1071,,0,1,95,49,26,95,,,1,1,1071,,2.5,11,8,4,2,3,3,2,3,1,3,5,8,8,8,8,8,8,8,,,Right,,1,1,1071,,0,1,1,1071,,0,1,1,1000 sample
332,q2emc3xn,5e35cdd13b22bc5789b14d86,0,19,20,end,End,2025-12-18 19:28:39.460088,1,,,2.5,5e35cdd13b22bc5789b14d86,jax0jask,,,,,0,1,your_experiment,0,1077,,0,1,38,6,72,38,,,1,1,1077,,2.5,11,8,6,2,1,3,1,3,1,3,2,3,4,8,2,6,8,8,,,Right,,1,1,1077,,0,1,1,1077,,0,1,1,1000 sample
333,t0vvpydz,57c1ab62ffd38700010b4637,0,19,20,end,End,2025-12-18 19:29:07.157111,1,,,1.5,57c1ab62ffd38700010b4637,jax0jask,,,,,0,1,your_experiment,0,1078,,0,1,12,49,26,12,,,1,1,1078,,1.5,9,8,7,2,2,3,1,3,3,3,4,6,2,1,2,8,8,8,,,Right,,1,1,1078,,0,1,1,1078,,0,1,1,1000 sample
334,r8qsz9vb,6717d0f52cc5e0a7f13b596a,0,19,20,end,End,2025-12-18 19:31:20.594773,1,,,2,6717d0f52cc5e0a7f13b596a,jax0jask,,,,,0,1,your_experiment,0,1081,,0,1,88,6,5,88,,,1,1,1081,,2,10,8,4,2,3,3,1,3,3,5,5,7,2,1,2,2,6,3,,,Right,,1,1,1081,,0,1,1,1081,,0,1,1,1000 sample
335,5ci6h119,5d91e1e72a66dc00195db7dd,0,19,20,end,End,2025-12-18 19:31:50.988086,1,,,3,5d91e1e72a66dc00195db7dd,jax0jask,,,,,0,1,your_experiment,0,1082,,0,1,69,87,83,69,,,1,1,1082,,3,15,8,5,2,3,3,1,3,5,3,5,3,2,7,8,8,8,8,,,Right,,1,1,1082,,0,1,1,1082,,0,1,1,1000 sample
